content,author,year,date_mm_dd,split,VST,HST,SA,OR,WB
"1 spoke severally to the members of the society as closely as I could. Out of ninety (now united) I scarce found ten of the original society : so indefatigable have the good ministers been to root out the seed God had sown in their hearts.2 1 He came from Swaledale, served as a preacher for six years, and died after winning extraordinary success, a martyr to the vehemence of his zeal. But whilst Wesley’s final word concerning him may have been, and probably was, quite true, his earlier word (see above, p. 365) was also true. In six years Cherry had transformed one of the worst towns in Scotland, and built a chapel that stands to this day. His family is still represented around Reeth and Gunnerside. It has had interesting links with Methodism continuously, whilst boys the world around have learned to honour the courage, patient endurance, and sympathetic insight of those students of nature in her wildest haunts, Richard and Cherry Kearton, the grandsons of Cherry Kearton, one of the finest examples of Methodist local preachers, and whose story recalls that of his kinsman, Thomas Cherry. See Meth. in Swaledale , p. 34 ; Meth. in Barnard Castle , p. 129 ; and Meth. Bee. Winter No., 1900, pp. 61-7. 2 He refers probably to the ministers who conducted the services in Lady Glenorchy’s first chapel, from which Wesley was now excluded. John Wesleys Journal [May 1772.",wesley,1772,05-11,uncertain,1,0,0,0,0
"At nine I preached in Alkborough, to a people of quite another kind. So I spoke to them directly of ‘ Christ Crucified,’ and the salvation which is through Him. About noon I preached to a people of the same spirit at Amcotts. In the evening, the house at Swinefleet not being able to contain a third of the congregation, I preached on a smooth, green place, sheltered from the wind, on Heb. vii. 25. Many rejoiced to hear of being ‘ saved to the uttermost,’ the very thing which their souls longed after.",wesley,1770,07-16,uncertain,1,0,0,0,0
"So I determined, if I cannot retrench a meal, I can retrench the expense of a meal twice a week, as on other fast-days, using potatoes, milk, or some other cheap thing. Thus I have four- pence per dinner twice a week, which, with the one shilling and eightpence, makes two shillings and fourpence per week, without retrenching one necessary meal. Now this two shillings and fourpence would buy as much meat as, made into broth, would nearly suffice for a small family. To be short, the expense for myself — meat, drink, clothes, and washing — is not twenty-eight pounds per annum ; so that I have near twenty pounds to return to God in the poor. Now, if every Christian family, while in health, would thus far deny themselves, would twice a week dine on the cheapest food, drink in general herb- John Wesley s Journal [Nov. 1767. tea, faithfully calculate the money saved thereby, and give it to the poor over and above their usual donations, we should then hear no complaining in our streets, but the poor would eat and be satisfied. He that gathered much would have nothing over, and he that gathered little would have no lack. Oh how happy we should be if this was the case with us ! I mentioned this some time ago in a meeting at London, when a brother said, ‘ These are but little things.’ As I went home I thought of his words, ‘ Little things ’ ! Is the want of fire in frost and snow a little thing ? Or the want of food in a distressed, helpless family? Gracious God! ‘Feed me with food convenient for me!",wesley,1767,11-15,uncertain,0,0,0,1,1
"I rode to Mr. Knox’s farm, and preached to a little company on ‘ By grace are ye saved through faith.’ I spoke exceeding plain to them at Derry in the evening on ‘ How long halt ye between two opinions ? ’ And more plain, if possible, both morning and evening, on Sunday the 26th. Surely this is an understanding people. But it is only love that edifies.",wesley,1767,04-25,uncertain,1,0,0,0,0
"They set up meetings for prayer in several places, and preached abroad at both ends of the city. Hearers swiftly increased ; the society increased ; so did the number both of the convinced and the converted. I came when the flame was at the height, and preached abroad, in the heart of the city, on the south side of it, near the barracks, and several times in Blackpool, which lies on the north side of it. More and more were stirred up, and there was a greater awakening here than in any part of the kingdom. But misunderstandings crept in between the leaders, and between some of them and the preachers. And these increased sevenfold, when one of the leaders was expelled the society , some believing him faulty, some not, and neither side having patience with the other. Hence a flame of anger succeeded the flame of love, and many were destroyed by it. At the same time some of our brethren learned a new opinion, and warmly propagated it. This heat was almost as destructive as the former j and the effect of both was, the Spirit of God was grieved ; His blessing was withheld, and of course the flock was scattered. When they are convinced of their sin, and humbled before Him, then, and not before, He will return. June 3, Wed.— As it was fair, though the wind was high and extremely sharp, I preached in an open place at Blackpool to a large number of quiet hearers. On the three following gygiijngs the wind and rain confined us in the house, much against my will ; as those who wanted us most could not or would not come thither.1 Sun.",wesley,1767,06-26,uncertain,1,0,0,0,0
"I attended the Church of England service in the morning, and that of the Kirk in the afternoon. Truly ‘ no man having drunk old wine, straightway desireth new.’ How dull and dry did the latter appear to me, who had been accustomed to the former! In the evening I endeavoured to reach the hearts of a large congregation, by applying part of the Sermon on the Mount ; and I am persuaded God applied it with power to many consciences.",wesley,1772,06-10,uncertain,1,0,0,0,0
"We rode through miserable roads to Solway Firth ; but the guides were so deeply engaged in a cock-fight that none could be procured to show us over. We procured one, however, between three and four. But there was more sea than we ,expected, so that, notwithstanding all I could do, my legs and the skirts of my coat were in the water. The motion of the waves made me a little giddy ; but it had a stranger effect on Mr. Atlay — he lost his sight, and was just dropping off his horse when one of our fellow travellers caught hold of him. We rode on nine or ten miles, and lodged at a village called Ruthwell.",wesley,1767,03-26,uncertain,0,1,0,0,0
"I buried the remains of Ann Wheeler5 who, while she was hearing the preaching in Moorfields, four or five and twenty years ago, was struck in the forehead with a stone, being then big with child. The daughter with whom she then went retains the mark of the stone in her forehead to this day. 1 Probably the Countess of Huntingdon. 2 On Dec. 30 he wrote to the Rev. Walter Sellon ( Works, vol. xiii. p. 43) respecting a proposed abridgement of John Goodwin’s Redemption Redeemed. He adds, ‘ Are you tired with ploughing on the sand ? Then come away to better work. ’ 3 In 1749 Wesley published a Plain Account of the People called Methodists, in a letter to Vincent Perronet, vicar of Shoreham in Kent. In this pamphlet he shows how a number of benevolent and philanthropic institutions arose. See above, vol. iii. pp. 246, 247. ' On Jan. 15 he wrote to ‘Miss A. (Works, vol. xii. p. 358). 5 An early member of the Foundery. In 1784 Charles Wheeler was house- steward at the Foundery. See Stevenson’s City Road Chapel, pp. 120, 441, 514. This family was connected with names of great weight in early Methodism (Life of C. of Huntingdon, ii. 58). Feb. 1767.] A Christian Household",wesley,1767,02-20,uncertain,1,0,0,0,0
"I preached in Prince Street at eight, in Kings- wood at two, and at five near the new Square.2 The last especially was an acceptable time, particularly while I was explaining ‘Neither can they die any more; but are the children of God, being children of the resurrection.’ In the following days I preached at Pensford, Paulton, Cole- ford, Buckland, Frome, Beckington, Freshford, and Bradford. OCT. 5, Sun. — At eight I administered the Sacrament at Lady Huntingdon’s chapel in Bath. At eleven I preached there on those words in the Gospel for the day, ‘ Thou shalt love thy neighbour as thyself.’ The word was quick and powerful ; and I trust many, even of the rich and great, felt themselves sinners before God.3 1 Now in the Cheddar and Banwell Circuit. 2 In Carolina Row. 3 The chapel was attended by not a few of the nobility : as Lord Camden, Lord Chancellor of England, Lord Northington, Earl Chatham and family, Lord Rockingham, Lady Malpas, Lord and Lady Powys, Lord and Lady Buchan, the Duke of Bedford and family, Dr. Barnard, Bishop of Londonderry. Horace Walpole writes to John Chute from Bath, Oct. 10, 1766 : I have been at one opera — Mr. Wesley’s. They have boys- and girls with charming voices ; that sing hymns in parts to Scotch ballad tunes; but, indeed, so long that one would think they were already in eternity, and knew not how much time they had before them. The chapel is very neat, with true gothic windows. I was glad to see that Oct. 1766.] The Bishop of Londonderry Several evenings this week I preached at Bristol on the Education of Children. Some answered all by that poor, lame, miserable shitt, Oh, he has no children of his own !",wesley,1766,10-28,uncertain,1,0,0,0,0
"About noon I preached at Warrington ; I am afraid, not to the taste of some of my hearers, as my subject 1 He wrote to Dr. Rutherforth replying to charges published five years earlier (Works, vol. xiv. p. 347). 2 He wrote a letter to Christopher Hopper, which is in the Richmond interleaved Journal (unpublished), and the new edition of Wesley Letters. 3 Built principally by Mr. and Mrs. Beard, the parents of Mrs. Holy of Sheffield. See Meth. Mag. 1812, p. 534 ; W.M. Mag. 1843, p. 89. 4 Mary Gilbert was the daughter of Nathaniel Gilbert, Speaker of the House of Assembly, Antigua. She came to England with her uncle Francis in 1764. Wesley met her at Kendal and at Chester in the same year. She was a girl of singular promise, but died on Jan. 21 in this year, aged seventeen years. See Green’s Wesley Bibliography, No. 250 ; and above, p. no. l6 John Wesley s Journal [April 1768. led me to speak strongly and explicitly on the Godhead of Christ. But that I cannot help, for on this I must insist as the foundation of all our hope.1",wesley,1768,04-05,uncertain,1,0,0,0,0
"I showed a friend coming out of the country the tombs in Westminster Abbey. The two with which I still think none of the others worthy to be compared are that of Mrs. Nightingale and that of the Admiral rising out of his tomb at the resurrection.3 But the vile flattery inscribed on many of them reminded me of that just reflection : 1 On Feb. 16 he wrote to Miss Bishop a letter containing his considered opinion of the Minutes of 1770 that led to the great controversy, to the writing of Fletcher’s Checks, and the separating of so many friendships ( Works , vol. xiii. p. 20). 2 On Feb. 21 he wrote to Mr. Walter Churchey of Brecon, w^ho, with Joseph Benson and John Fletcher, had an opportunity of discussing with Lady Huntingdon the questions controverted. The letter defines Entire Sanctification, or Christian Perfection. {Works, vol. xii. P- 432-) 3 Lady Elizabeth Nightingale was the eldest sister of Lady Huntingdon ( Life of C. of Huntingdon, vol. i. p. 7)- The monument is by Roubiliac. ‘ The vulgar and pretentious cenotaph to the now utterly forgotten Admiral Tyrrell, who died in 1766,’ had a great reputation in the eighteenth century. This work by Read (a pupil of Roubiliac), though since then considerably cut down, ‘ marks,’ says Archdeacon Farrar, ‘almost the nadir of degradation in art.’ See Bradley’s Westminster Abbey (published with the imprimatur and under the guidance of Dean Bradley). John Wesleys Journal [March 1771 . If on the sculptured marble you rely, Pity that worth like his should ever die. If credit to the real life you give, Pity a wretch like him should ever live ! 1 2 March 3, Sun?",wesley,1771,03-25,uncertain,0,0,1,0,0
"I went to Canterbury, and opened our new chapel 4 by preaching on ‘ One thing is needful.’ How is it that many Protestants, even in England, do not know that no other consecration of church or chapel is allowed, much less required, in England, than the performance of public worship therein ? This is the only consecration of any church in Great Britain which is necessary or even lawful. It is true Archbishop Laud composed a Form of Consecration ; but it was never allowed, much less established, in England. Let this be remembered by all who talk so idly of preaching in unconsecrated places ! 1 Samuel Butcher was a leather-seller in Crucifix Lane, Bermondsey. Wesley was on terms of great intimacy with him, and for many years dined at bis house on Christmas Day with a number of the poorer members of the Snowsfields society. He was the chief agent in erecting this, the second Methodist chapel in Southwark, an octagon building which still survives as a warehouse not far from Long Lane Chapel. 1 On Aug. 17 he wrote to ‘Lady Mfaxwell] ’ (Works, vol. xii. p. 362). note). 4 Built of the old materials of St. Andrew’s Church, which stood in the middle of St. Andrew’s Street, and was pulled down in 1763 because it was an annoyance to travellers (IV. M. Mag. 1837, p. 423). Sept. 1764.] London mid Bristol ed. 22. I had designed to return to London ; but being importuned to pay a visit first to Sandwich, I went over, and preached, about ten, to a dull but attentive congregation. Immediately after service we set out for Dover.",wesley,1764,08-20,uncertain,1,0,0,1,0
"We had as hot a day as most I have known in 1 John Richardson, Grimshaw’s successor at Haworth, opened the church to Wesley as willingly as Grimshaw had done, and co-operated with Wesley in holding large preaching and communion services. See above, p. 63. 2 The Baptist church at Bingley was founded by the seceders from the Metho dist Society. Amongst them was John Skirrovv, a zealous and successful local preacher, who died in 1785. The date of the secession was 1763, when the Bingley Society was reduced to thirty members (quoted in W.H.S. vol. iv. p. 31, from Ward’s Historical Sketches of Methodism in Bingley). 3 i.e. The Chevin. 4 Dewsbury (Dawgreen) chapel (1762) was opened by Peter Jaco.. . . In 1899 the building was still in existence. (J. Ryley Robinson’s Dewsbury, &=c., p. 48. ) Aug. 1766.] In the West Riding Georgia. However, about noon I rode to Horbury ; but it was impracticable to preach abroad. So we retired into the new house ; but this too was as hot as an oven. Some of the people behaved exceeding ill at first ; but it was soon over. In a few minutes the whole congregation was as serious and attentive as that at Dawgreen.",wesley,1766,09-07,uncertain,0,1,0,0,0
"I read Mrs. Rowe’s Devout Exercises of the Heart } It is far superior to anything of hers which I ever read, in style as well as in sense. Her experience is plain, sound, and scriptural, no way whimsical or mystical ; and her language is clear, strong, and simple, without any of that affected floridness which offends all who have a tolerable ear, or any judgement in good writing. At nine we had a serious congregation, to whom I could speak of the deep things of God ; and the new house held them tolerably well ; but in the evening it was far too small, so I stood in a little ground adjoining to the house. Many tender ones sat within, but the bulk of the congregation stood in the meadow, and the gardens on each side. I have not seen, in all the world, a people so easy to be convinced or persuaded as the Irish. What pity that these excellent propensities should not always be applied to the most excellent purposes !",wesley,1769,08-02,uncertain,0,0,1,0,0
"During the time of prayer in the evening they were affected just as the Tuesday before. The two other maids were then present, and were both cut to the heart.",wesley,1770,10-25,certain,1,0,0,0,0
I spent an hour with — — ; just of the same spirit as she was twenty years ago.1 So hitherto all the bad labour of my small friends is lost.,wesley,1767,12-20,certain,0,0,0,0,1
"We rode through heavy rain to New Bounds, where Mr. I’Anson 3 and his family gladly received us ; and I never saw the house so filled before as it was in the evening.",wesley,1769,12-14,certain,0,0,0,0,1
"We went on, though with much difficulty, being often ready to stick fast, to Sheffield. The house here is full twice as large as it was 3 ; and so is the congregation. The little differences which had been for some time amonq the people were now easily adjusted ; and I left them all united in love, and resolved to strengthen each other’s hands.",wesley,1765,03-21,certain,1,0,0,0,1
We had the greatest number of communicants at Snovvsfields that we have had since the chapel was built. It seems as if God were about thoroughly to heal the wound which we received here in the house of our friends.,wesley,1771,02-23,certain,1,0,0,0,0
"I set out early, and in the evening came to London. Tzies. 20. — I went to Colchester, and spent three days very agreeably, among a quiet and loving people. All their little misunderstandings are now at an end. Yet they had not the life which they had once ; a loss of this kind is not easily recovered.",wesley,1767,09-17,certain,0,0,0,0,1
"I went over to Kingswood again, and had much satisfaction with the children. On Sunday I talked with the elder children one by one, advising them as each had need ; and it was easy to perceive that God is again working in many of their hearts.",wesley,1772,09-25,certain,1,0,0,0,0
"I have lost much happiness by coming to you.§ And I should not have stayed so long without using other means to make you speak ; but the Lord would not suffer me to fright you. Have you anything more to say ? It draws near two, and after that I cannot stay. I shall only come to you twice more before the death of my two children. God bless you.” Immediately I heard such singing, as if a thousand voices joined together. He then went down stairs, and I followed him to the first landing. He smiled, and I said, “ I desire you will come back.” He stood still till I came to him. I asked him one or two questions, which he immediately answered ; but added, “ I wish you had not called me back, for now I must take something from you.” || He paused a little, and said, “ I think you can best part with the hearing of your left ear.” He laid his hand upon it, and in the instant it was deaf as a stone ; and it was several years before I recovered the least hearing of it. The cock crowed as he went out of the door, and then the music ceased. The eldest of his children died at about three years and a. half, the younger before he was five years old. He * Who can account for i his ? t By what means could know this ? t So he likewise knew her thou^hts- § I do not understand this. || Another instance like this we shall see by and by ; but the reason of it we cannot so much as conjecture.",wesley,1768,05-22,certain,1,0,0,0,0
"He came with the singing as of many voices, and continued till near cock-crowing. Then my uncle smiled, and waved his hand toward me twice or thrice. They went away with inexpressibly sweet music, and I saw him no more. * 1 o* a year after this a young man courted me, and in some months we agreed to be married. But he purposed to take another voyage first, and one evening went aboard his ship. About eleven o clock, going out to look for my mother, I saw him standing at his mother s door, with his hands in his pockets, and his hat pulled over his eyes. I went to him, and reached my hand to put up his hat; but he went swiftly by me, and I saw the wall, on the other side of the lane, part as he went through, and then immediately close after him. At ten the next morning he died. ‘n. A few days after, John Simpson, one of our neighbours, a man that truly feared God, and one with whom I was particularly acquainted, went to sea, as usual. He sailed out on a Tuesday. The Friday night following, between eleven and twelve o’clock, I heard one walking in my room ; and every step sounded as if he was stepping in water. He then came to the bedside, in his sea-jacket, all wet, and stretched his hand over me. Three drops of water fell on my breast,* and felt as cold as ice. I strove to wake his wife, who lay with me ; but I could not, any more than if she was dead. Afterward I heard he was cast away that night.",wesley,1768,05-22,certain,1,0,0,0,0
"I went on to Trevecca.* 1 Here we found a concourse of people from all parts, come to celebrate the Countess of Huntingdon’s birthday, and the anniversary of her school, which was opened on August 24 of last year. I preached, in the evening, to as many as her chapel could well contain ; which is extremely neat, or rather, elegant ; as is the diningroom, the school, and all the house. About nine Howell Harris desired me to give a short exhortation to his family. I did so ; and then went back to my Lady’s, and laid me down in peace.",wesley,1769,08-23,certain,1,0,0,0,1
"In less than a minute he went away ; but he came to me every night, for six or seven nights following, between eleven and two. Before he came, and when he went away, I always heard sweet music.t Afterwards he came both day and night ; every night about twelve, with the music at his coming and going, and every day at sunrise, noon, and sunset. He came, whatever company I was in ; at church, in the preaching-house, at my class ; and was always just before me, changing his posture as I changed mine. When I sat, he sat ; when I kneeled, he kneeled ; when I stood, he stood likewise. I would fain have spoke to him, but I could not ; when I tried, my heart sunk within me. Meantime it affected me more and more, so that I lost both my stomach, my colour, and my strength. This continued ten weeks, while I pined away, not daring to tell any one. At last, he came four or five nights without any music, and looked exceeding sad. On the fifth night he drew the curtains of the bed violently to and fro, still looking wistfully at me, and as one quite * Was this real, or did he only raise air ? Was it designed to show that he such a sensation in her ? was happy, and to encourage her to f Was this a real modulation of the speak ? John Wes ley s Journal [May 1766 2 70 distressed. This he did two nights. On the third, I lay down, about eleven, on the side of the bed. I quickly saw him walking up and down the room.",wesley,1768,05-22,certain,1,0,0,0,0
"I spent an hour with John Manners1 weak in body, but not in spirit. He is fairly worn out in a good service, and calmly waits till his change shall come.",wesley,1764,04-12,certain,1,0,0,0,1
"Many persons had been frightened there, and I had myself often seen men and women (so many, at times, that they are out of count) go just by me, and vanish away. This morning, as I came toward it, I heard a confused noise, as of many people quarrelling. But I did not mind it, and went on till I came near the gate. I then saw, on the other side, a young man dressed in purple, who said, “ It is too early ; go back from whence you came. The Lord be with you, and bless you ” ; and presently he was gone. ‘ 6. When I was about sixteen my uncle fell ill, and grew worse and worse for three months. One day, having been sent out on an errand, I was coming home through a lane, when I saw him in the field, coming swiftly toward me. I ran to meet him ; but he was gone. When I came home, I found him calling for me. As soon as I came to his bedside, he clasped his arms round my neck, and, bursting into tears, earnestly exhorted me to continue in the ways of God. He kept his hold till he sunk down and died ; and even then they could hardly unclasp his fingers. I would fain have died with him, and wished to be buried with him, dead or alive. ‘7. From that time I was crying from morning to night, and praying that I might see him. I grew weaker and weaker, till one morning, about one o’clock, as I was lying crying, as usual, I heard some noise, and, rising up, saw him come to the bedside.",wesley,1768,05-22,certain,1,0,0,0,0
"On the Sunday following I was saying to my little maid (always a serious and dutiful child, three years and a half old), ‘ Hannah, dost thou love God?’ She eagerly answered, ‘Yes, mammy, I do.’ She added, ‘ I will go to God, I will go to God,’ leaned down and died.",wesley,1769,03-19,certain,1,0,0,0,0
"Four of Miss Owen’s2 children desired leave to partake of the Lord’s Supper. I talked with them severally, and found they were all still rejoicing in the love of God. And they confirmed the account that there was only one of their whole number who was unaffected on Monday ; but all the rest could then say with confidence, ‘ Lord, Thou knowest that I love Thee.’ I suppose such a visitation of children has not been known in England these hundred years. In so marvellous a manner, ‘out of the mouth of babes and sucklings’ God has ‘ perfected praise ’ ! 1 He wrote to Mrs. Elizabeth Bennis, and the same day to Joseph Benson : ‘You will be buried in Scotland if you sell your mare and sit still. Keep her and ride continually’ (Works, vol. xii. pp. 396, 419).",wesley,1773,09-12,certain,1,0,0,0,0
"I went in the one-day machine2 to Bath, where one of our friends from Bristol met me (as I had desired) in the afternoon, and took me thither in a post-chaise.",wesley,1763,08-15,certain,0,0,0,1,0
"Our house was thoroughly filled, a sight which I have seldom seen. Friday the 10th we observed as a day of fasting and prayer. It was at our last meeting that we found the answer of our prayers. It seemed as if the windows of heaven were opened ; the Spirit of grace and supplication was poured out. Many w'ere filled with consolation ; and many who had grown weary resolved to set out anew.",wesley,1767,08-05,certain,1,0,0,0,0
"I set out for Norwich, and spent a few days there with more comfort than I had ever done before. The congregations were not only more numerous than ever, but abundantly more serious ; and the society appeared to be more settled, and more loving to each other.",wesley,1765,02-18,certain,1,0,0,0,1
"I visited a poor woman, who has been ill eight years, and is not yet weary or faint in her mind. A heavy-laden sinner desired to receive the sacrament with her, and found rest to her soul ; and from that hour increased every day in the knowledge and love of God.",wesley,1766,05-04,certain,1,0,0,0,1
"I buried the remains of Henry Perronet, who had been a child of sorrow from his infancy. But from the time he was taken ill, his mind was more and more composed. The day and night before his death, he was praying continually ; till, all fear being taken away, he cheerfully gave up his spirit to God.",wesley,1766,01-15,certain,1,0,0,0,0
"I went on to York, where there is now more life among the people than has been for several years.3 We found much of the presence of God this evening, and much more the next. One young man was in a violent agony, and could not refrain from crying aloud. Several continued with him in prayer till ten o’clock. He was then filled with joy unspeakable. Sun. 24. 4 — I met the select society at six, and had the pleasure to find that some who had lost the great blessing for months or years, had recovered it with large increase. At eight I preached to a people ready prepared for the Lord. At nine I met the children. At five, by taking out the benches, we made room for the greatest part of the congregation. Afterwards I spent an hour with the society, and so concluded the busy, happy day.",wesley,1770,06-22,certain,1,0,0,0,0
